CMS Certification Number (CCN),Facility Name,Address Line 1,Address Line 2,City,State,Zip Code,County Name,Phone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date,Location 1
490111,WYTHE COUNTY COMMUNITY HOSPITAL,600 WEST RIDGE ROAD,,WYTHEVILLE,VA,24382,WYTHE,(276) 228-0200,3,S_005_01_DTC_OBS_RATE,76.92,,10/01/2016,09/30/2018,"600 WEST RIDGE ROAD WYTHEVILLE, VA 24382 (36.953297, -81.095069)"
490019,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,501 SUNSET LANE,,CULPEPER,VA,22701,CULPEPER,(540) 829-4100,3,S_005_01_DTC_RS_RATE _97_5,Not Available,1,10/01/2016,09/30/2018,"501 SUNSET LANE CULPEPER, VA 22701 (38.454848, -78.011305)"
140286,KISHWAUKEE COMMUNITY HOSPITAL,1 KISH HOSPITAL DRIVE,,DEKALB,IL,60115,DEKALB,(815) 756-1521,5,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"1 KISH HOSPITAL DRIVE DEKALB, IL 60115 (41.96188, -88.72226)"
390220,JENNERSVILLE HOSPITAL,1015 WEST BALTIMORE PIKE,,WEST GROVE,PA,19390,CHESTER,(610) 869-1000,3,S_013_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"1015 WEST BALTIMORE PIKE WEST GROVE, PA 19390 (39.822744, -75.887918)"
250151,ALLIANCE HEALTH CENTER,5000 HIGHWAY 39 NORTH,,MERIDIAN,MS,39301,LAUDERDALE,(601) 483-6211,4,S_004_01_PPR_PD_RSRR_97_5,Not Available,1,10/01/2016,09/30/2018,"5000 HIGHWAY 39 NORTH MERIDIAN, MS 39301 (32.409988, -88.678811)"
270003,ST PETERS HOSPITAL,2475 BROADWAY,,HELENA,MT,59601,LEWIS AND CLARK,(406) 442-2480,8,S_013_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,
420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,,VARNVILLE,SC,29944,HAMPTON,(803) 943-2771,4,S_004_01_PPR_PD_COMP_PERF,Not Available,9,10/01/2016,09/30/2018,"595 WEST CAROLINA AVENUE VARNVILLE, SC 29944 (32.855258, -81.087692)"
230108,UP HEALTH SYSTEM PORTAGE,500 CAMPUS DRIVE,,HANCOCK,MI,49930,HOUGHTON,(906) 483-1000,5,S_001_01_NUMERATOR,41,,07/01/2018,06/30/2019,"500 CAMPUS DRIVE HANCOCK, MI 49930 (47.141346, -88.585643)"
360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,,COLDWATER,OH,45828,MERCER,(419) 678-4843,5,S_004_01_PPR_PD_RSRR,Not Available,9,10/01/2016,09/30/2018,"800 WEST MAIN STREET COLDWATER, OH 45828 (40.479782, -84.638243)"
100081,HEALTHMARK REGIONAL MEDICAL CENTER,4413 US HWY 331 S,,DEFUNIAK SPRINGS,FL,32435,WALTON,(850) 951-4500,4,S_006_01_MSPB_SCORE,Not Available,9,10/01/2016,09/30/2018,"4413 US HWY 331 S DEFUNIAK SPRINGS, FL 32435 (30.658742, -86.119188)"
430015,AVERA ST MARY'S HOSPITAL,801 E SIOUX,,PIERRE,SD,57501,HUGHES,(605) 224-3100,8,S_004_01_PPR_PD_VOLUME,2,,10/01/2016,09/30/2018,"801 E SIOUX PIERRE, SD 57501 (44.361268, -100.342235)"
440132,HENRY COUNTY MEDICAL CENTER,301 TYSON AV,,PARIS,TN,38242,HENRY,(731) 642-1220,4,S_005_01_DTC_RS_RATE,Not Available,1,10/01/2016,09/30/2018,"301 TYSON AV PARIS, TN 38242 (36.296802, -88.311271)"
110002,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,,THOMASTON,GA,30286,UPSON,(706) 647-8111,4,S_005_01_DTC_RS_RATE_2_5,Not Available,1,10/01/2016,09/30/2018,"801 W GORDON STREET THOMASTON, GA 30286 (32.887252, -84.336109)"
190190,"CALDWELL MEMORIAL HOSPITAL, INC",411 MAIN STREET,,COLUMBIA,LA,71418,CALDWELL,(318) 649-6111,6,S_005_01_DTC_VOLUME,0,,10/01/2016,09/30/2018,"411 MAIN STREET COLUMBIA, LA 71418 (32.104142, -92.076155)"
530006,SHERIDAN MEMORIAL HOSPITAL,1401 W 5TH ST,,SHERIDAN,WY,82801,SHERIDAN,(307) 672-1044,8,S_004_01_PPR_PD_RSRR_2_5,5.56,,10/01/2016,09/30/2018,"1401 W 5TH ST SHERIDAN, WY 82801 (44.807425, -106.97557)"
490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",800 OAK STREET,,FARMVILLE,VA,23901,PRINCE EDWARD,(434) 392-8811,3,S_004_01_PPR_PD_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,"800 OAK STREET FARMVILLE, VA 23901 (37.303317, -78.403058)"
100313,ASCENSION SACRED HEART GULF,3801 E HWY 98,,PORT SAINT JOE,FL,32456,GULF,(850) 229-5600,4,S_005_01_DTC_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018,"3801 E HWY 98 PORT SAINT JOE, FL 32456 (29.776562, -85.287605)"
370006,ALLIANCEHEALTH PONCA CITY,1900 NORTH 14TH STREET,,PONCA CITY,OK,74601,KAY,(580) 765-3301,6,S_005_01_DTC_VOLUME,48,,10/01/2016,09/30/2018,"1900 NORTH 14TH STREET PONCA CITY, OK 74601 (36.724088, -97.067281)"
110209,TURNING POINT HOSPITAL,3015 VETERANS PARKWAY,,MOULTRIE,GA,31788,COLQUITT,(229) 985-4815,4,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"3015 VETERANS PARKWAY MOULTRIE, GA 31788 (31.129247, -83.77355)"
110046,"PIEDMONT WALTON HOSPITAL, INC",2151 W SPRING STREET,,MONROE,GA,30655,WALTON,(770) 267-8461,4,S_006_01_MSPB_SCORE,Not Available,1,10/01/2016,09/30/2018,"2151 W SPRING STREET MONROE, GA 30655 (33.798635, -83.746316)"
390146,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,,WARREN,PA,16365,WARREN,(814) 723-3300,3,S_002_01_NUMERATOR,1,,07/01/2018,06/30/2019,
190140,FRANKLIN MEDICAL CENTER,2106 LOOP ROAD,,WINNSBORO,LA,71295,FRANKLIN,(318) 435-9411,6,S_005_01_DTC_RS_RATE,33.44,,10/01/2016,09/30/2018,"2106 LOOP ROAD WINNSBORO, LA 71295 (32.15888, -91.705234)"
180011,SAINT JOSEPH LONDON,1001 SAINT JOSEPH LANE,,LONDON,KY,40741,LAUREL,(606) 330-6000,4,S_001_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"1001 SAINT JOSEPH LANE LONDON, KY 40741 (37.118553, -84.106349)"
450203,MEDICAL CITY WEATHERFORD,713 E ANDERSON ST,,WEATHERFORD,TX,76086,PARKER,(817) 599-1190,6,S_004_01_PPR_PD_RSRR_2_5,Not Available,1,10/01/2016,09/30/2018,"713 E ANDERSON ST WEATHERFORD, TX 76086 (32.747472, -97.785369)"
010045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,,FAYETTE,AL,35555,FAYETTE,(205) 932-5966,4,S_001_01_DENOMINATOR,108,,07/01/2018,06/30/2019,"1653 TEMPLE AVENUE NORTH FAYETTE, AL 35555 (33.707708, -87.823706)"
360142,HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,,HILLSBORO,OH,45133,HIGHLAND,(937) 393-6100,5,S_004_01_PPR_PD_OBS_READM,Not Available,1,10/01/2016,09/30/2018,"1275 NORTH HIGH STREET HILLSBORO, OH 45133 (39.221576, -83.608771)"
370019,GREAT PLAINS REGIONAL MEDICAL CENTER,1801 WEST 3RD STREET,,ELK CITY,OK,73644,BECKHAM,(580) 225-2511,6,S_002_01_ADJ_RATE,6.00,,07/01/2018,06/30/2019,"1801 WEST 3RD STREET ELK CITY, OK 73644 (35.411721, -99.425654)"
440148,SAINT THOMAS DEKALB HOSPITAL,520 W MAIN ST,,SMITHVILLE,TN,37166,DEKALB,(615) 215-5000,4,S_005_01_DTC_VOLUME,0,,10/01/2016,09/30/2018,"520 W MAIN ST SMITHVILLE, TN 37166 (35.959403, -85.829841)"
250095,SOUTH SUNFLOWER COUNTY HOSPITAL,121 E BAKER ST,,INDIANOLA,MS,38751,SUNFLOWER,(662) 887-5235,4,S_001_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"121 E BAKER ST INDIANOLA, MS 38751 (33.457234, -90.65024)"
040029,CONWAY REGIONAL HEALTH SYSTEM,2302 COLLEGE AVENUE,,CONWAY,AR,72034,FAULKNER,(501) 329-3831,6,S_004_01_PPR_PD_RSRR,Not Available,1,10/01/2016,09/30/2018,"2302 COLLEGE AVENUE CONWAY, AR 72034 (35.084826, -92.457103)"
320070,DHHS USPHS INDIAN HEALTH SERVICES,EXIT #102 OFF I-40 1/2 MILE SOUTH,,SAN FIDEL,NM,87049,CIBOLA,(505) 552-5300,6,S_004_01_PPR_PD_OBS_READM,Not Available,1,10/01/2016,09/30/2018,
440151,SAINT THOMAS RIVER PARK HOSPITAL,1559 SPARTA STREET,,MC MINNVILLE,TN,37110,WARREN,(931) 815-4101,4,S_001_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"1559 SPARTA STREET MC MINNVILLE, TN 37110 (35.698694, -85.742339)"
520033,ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC,410 DEWEY ST,,WISCONSIN RAPIDS,WI,54495,WOOD,(715) 423-6060,5,S_004_01_PPR_PD_RSRR_2_5,Not Available,1,10/01/2016,09/30/2018,"410 DEWEY ST WISCONSIN RAPIDS, WI 54495 (44.382199, -89.829544)"
110101,"SOUTHWELL MEDICAL, A CAMPUS OF TRMC",260 MJ TAYLOR ROAD,,ADEL,GA,31620,COOK,(229) 896-8077,4,S_005_01_DTC_NUMBER,26,,10/01/2016,09/30/2018,"260 MJ TAYLOR ROAD ADEL, GA 31620 (31.109181, -83.426372)"
450241,FAITH COMMUNITY HOSPITAL,215 CHISHOLM TRAIL,,JACKSBORO,TX,76458,JACK,(940) 567-6633,6,S_004_01_PPR_PD_RSRR_2_5,Not Available,9,10/01/2016,09/30/2018,"215 CHISHOLM TRAIL JACKSBORO, TX 76458 (33.230386, -98.166732)"
240059,REGINA HOSPITAL,1175 NININGER ROAD,,HASTINGS,MN,55033,DAKOTA,(651) 480-4100,5,S_013_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"1175 NININGER ROAD HASTINGS, MN 55033 (44.747131, -92.871399)"
450694,EL CAMPO MEMORIAL HOSPITAL,303 SANDY CORNER RD,,EL CAMPO,TX,77437,WHARTON,(979) 578-5251,6,S_004_01_PPR_PD_VOLUME,73,,10/01/2016,09/30/2018,"303 SANDY CORNER RD EL CAMPO, TX 77437 (29.219122, -96.289576)"
100118,ADVENTHEALTH PALM COAST,60 MEMORIAL MEDICAL PKWY,,PALM COAST,FL,32164,FLAGLER,(386) 586-2000,4,S_004_01_PPR_PD_RSRR,Not Available,1,10/01/2016,09/30/2018,"60 MEMORIAL MEDICAL PKWY PALM COAST, FL 32164 (29.478987, -81.190089)"
180080,BAPTIST HEALTH CORBIN,ONE TRILLIUM WAY,,CORBIN,KY,40701,KNOX,(606) 528-1212,4,S_002_01_DENOMINATOR,43,,07/01/2018,06/30/2019,
140089,MC DONOUGH DISTRICT HOSPITAL,525 EAST GRANT STREET,,MACOMB,IL,61455,MCDONOUGH,(309) 833-4101,5,S_006_01_MSPB_NUMB,110,,10/01/2016,09/30/2018,"525 EAST GRANT STREET MACOMB, IL 61455 (40.447907, -90.66403)"
380052,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",351 SW 9TH STREET,,ONTARIO,OR,97914,MALHEUR,(541) 881-7000,10,S_005_01_DTC_RS_RATE _97_5,Not Available,1,10/01/2016,09/30/2018,"351 SW 9TH STREET ONTARIO, OR 97914 (44.025448, -116.975133)"
370158,PURCELL MUNICIPAL HOSPITAL,1500 NORTH GREEN AVENUE,,PURCELL,OK,73080,MCCLAIN,(405) 527-6524,6,S_002_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"1500 NORTH GREEN AVENUE PURCELL, OK 73080 (35.028408, -97.365753)"
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,,WARSAW,NY,14569,WYOMING,(585) 786-2233,2,S_002_01_OBS_RATE,0.0,13,07/01/2018,06/30/2019,"400 NORTH MAIN STREET WARSAW, NY 14569 (42.753447, -78.132533)"
170022,ATCHISON HOSPITAL,1301 NORTH SECOND STREET,,ATCHISON,KS,66002,ATCHISON,(913) 367-6600,7,S_005_01_DTC_RS_RATE_2_5,Not Available,1,10/01/2016,09/30/2018,"1301 NORTH SECOND STREET ATCHISON, KS 66002 (39.577312, -95.115241)"
450085,GRAHAM REGIONAL MEDICAL CENTER,1301 MONTGOMERY ROAD,,GRAHAM,TX,76450,YOUNG,(940) 549-3400,6,S_002_01_NUMERATOR,Not Available,"9,13",07/01/2018,06/30/2019,"1301 MONTGOMERY ROAD GRAHAM, TX 76450 (33.089973, -98.584356)"
370015,HILLCREST HOSPITAL PRYOR,111 NORTH BAILEY STREET,,PRYOR,OK,74361,MAYES,(918) 825-1600,6,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"111 NORTH BAILEY STREET PRYOR, OK 74361 (36.308274, -95.305388)"
320030,ARTESIA GENERAL HOSPITAL,702 N 13TH STREET,,ARTESIA,NM,88210,EDDY,(575) 748-3333,6,S_013_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"702 N 13TH STREET ARTESIA, NM 88210 (32.848603, -104.412752)"
360261,THREE GABLES SURGERY CENTER,5897 COUNTY ROAD 107,,PROCTORVILLE,OH,45669,LAWRENCE,(740) 886-9911,5,S_004_01_PPR_PD_OBS_READM,Not Available,1,10/01/2016,09/30/2018,"5897 COUNTY ROAD 107 PROCTORVILLE, OH 45669 (38.440748, -82.393298)"
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,,BETHEL,AK,99559,BETHEL,(907) 543-6300,10,S_004_01_PPR_PD_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,,FOLEY,AL,36535,BALDWIN,(251) 949-3400,4,S_004_01_PPR_PD_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,"1613 NORTH MCKENZIE STREET FOLEY, AL 36535 (30.426109, -87.683187)"
110100,JEFFERSON HOSPITAL,1067 PEACHTREE ST,,LOUISVILLE,GA,30434,JEFFERSON,(478) 625-7000,4,S_002_01_DENOMINATOR,18,,07/01/2018,06/30/2019,"1067 PEACHTREE ST LOUISVILLE, GA 30434 (33.00976, -82.404384)"
170175,WESTERN PLAINS MEDICAL COMPLEX,3001 AVENUE A,,DODGE CITY,KS,67801,FORD,(620) 225-8400,7,S_006_01_MSPB_NUMB,3,,10/01/2016,09/30/2018,"3001 AVENUE A DODGE CITY, KS 67801 (37.785487, -100.014975)"
450155,HEREFORD REGIONAL MEDICAL CENTER,801 EAST THIRD,,HEREFORD,TX,79045,DEAF SMITH,(806) 364-2141,6,S_005_01_DTC_RS_RATE,65.34,,10/01/2016,09/30/2018,"801 EAST THIRD HEREFORD, TX 79045 (34.821162, -102.3902)"
180095,CRITTENDEN COMMUNITY HOSPITAL,520 WEST GUM STREET,,MARION,KY,42064,CRITTENDEN,(270) 965-1001,4,S_005_01_DTC_RS_RATE_2_5,57.65,,10/01/2016,09/30/2018,"520 WEST GUM STREET MARION, KY 42064 (37.329616, -88.091945)"
192006,CORNERSTONE SPECIALTY HOSPITALS BOSSIER CITY,4900 MEDICAL DRIVE,,BOSSIER CITY,LA,71112,BOSSIER,(318) 747-9500,6,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"4900 MEDICAL DRIVE BOSSIER CITY, LA 71112 (32.460624, -93.667827)"
390192,TYLER MEMORIAL HOSPITAL,5950 STATE ROUTE 6 WEST,,TUNKHANNOCK,PA,18657,WYOMING,(570) 836-2161,3,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"5950 STATE ROUTE 6 WEST TUNKHANNOCK, PA 18657 (41.576651, -75.969825)"
180106,THE MEDICAL CENTER AT ALBANY,723 BURKESVILLE ROAD,,ALBANY,KY,42602,CLINTON,(606) 387-6421,4,S_004_01_PPR_PD_OBS,11.11,,10/01/2016,09/30/2018,"723 BURKESVILLE ROAD ALBANY, KY 42602 (36.698335, -85.146554)"
440033,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,923 EAST CENTRAL AVENUE,,LA FOLLETTE,TN,37766,CAMPBELL,(423) 907-1200,4,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"923 EAST CENTRAL AVENUE LA FOLLETTE, TN 37766 (36.387967, -84.111365)"
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,,SAULT SAINTE MARIE,MI,49783,CHIPPEWA,(906) 635-4460,5,S_005_01_DTC_RS_RATE,Not Available,1,10/01/2016,09/30/2018,"500 OSBORN BLVD SAULT SAINTE MARIE, MI 49783 (46.498099, -84.349513)"
370180,CHICKASAW NATION MEDICAL CENTER,1921 STONECIPHER BLVD,,ADA,OK,74820,PONTOTOC,(580) 436-3980,6,S_004_01_PPR_PD_VOLUME,20,,10/01/2016,09/30/2018,"1921 STONECIPHER BLVD ADA, OK 74820 (34.73705, -96.647075)"
460017,BRIGHAM CITY COMMUNITY HOSPITAL,950 SOUTH MEDICAL DRIVE,,BRIGHAM CITY,UT,84302,BOX ELDER,(435) 734-9471,8,S_004_01_PPR_PD_RSRR,Not Available,1,10/01/2016,09/30/2018,"950 SOUTH MEDICAL DRIVE BRIGHAM CITY, UT 84302 (41.49107, -112.024441)"
250151,ALLIANCE HEALTH CENTER,5000 HIGHWAY 39 NORTH,,MERIDIAN,MS,39301,LAUDERDALE,(601) 483-6211,4,S_001_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"5000 HIGHWAY 39 NORTH MERIDIAN, MS 39301 (32.409988, -88.678811)"
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,217 SOUTH THIRD STREET,,DANVILLE,KY,40422,BOYLE,(859) 239-2409,4,S_004_01_PPR_PD_RSRR_97_5,Not Available,1,10/01/2016,09/30/2018,"217 SOUTH THIRD STREET DANVILLE, KY 40422 (37.643818, -84.772638)"
250018,JASPER GENERAL HOSPITAL,15 SOUTH 6TH STREET,,BAY SPRINGS,MS,39422,JASPER,(601) 764-2101,4,S_002_01_NUMERATOR,0,,07/01/2018,06/30/2019,"15 SOUTH 6TH STREET BAY SPRINGS, MS 39422 (31.976688, -89.290555)"
010044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,,HAMILTON,AL,35570,MARION,(205) 921-6200,4,S_004_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018,"1256 MILITARY STREET SOUTH HAMILTON, AL 35570 (34.125852, -87.989806)"
390062,CONEMAUGH NASON MEDICAL CENTER,105 NASON DRIVE,,ROARING SPRING,PA,16673,BLAIR,(814) 224-2141,3,S_002_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"105 NASON DRIVE ROARING SPRING, PA 16673 (40.338067, -78.388945)"
010169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,,ATMORE,AL,36502,ESCAMBIA,(251) 368-2500,4,S_006_01_MSPB_SCORE,0.53,,10/01/2016,09/30/2018,"401 MEDICAL PARK DRIVE ATMORE, AL 36502 (31.01657, -87.479735)"
450498,STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA STREET,,BRECKENRIDGE,TX,76424,STEPHENS,(254) 559-2241,6,S_001_01_OBS_RATE,Not Available,"9,13",07/01/2018,06/30/2019,"200 SOUTH GENEVA STREET BRECKENRIDGE, TX 76424 (32.754056, -98.887719)"
380005,ASANTE ASHLAND COMMUNITY HOSPITAL,280 MAPLE STREET,,ASHLAND,OR,97520,JACKSON,(541) 201-4017,10,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"280 MAPLE STREET ASHLAND, OR 97520 (42.206445, -122.725129)"
370237,"SAINT FRANCIS HOSPITAL VINITA, INC",735 NORTH FOREMAN STREET,,VINITA,OK,74301,CRAIG,(918) 256-7551,6,S_005_01_DTC_VOLUME,28,,10/01/2016,09/30/2018,"735 NORTH FOREMAN STREET VINITA, OK 74301 (36.653372, -95.155642)"
270057,BOZEMAN HEALTH DEACONESS HOSPITAL,915 HIGHLAND BLVD,,BOZEMAN,MT,59715,GALLATIN,(406) 585-5000,8,S_002_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"915 HIGHLAND BLVD BOZEMAN, MT 59715 (45.670278, -111.017239)"
260160,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,1200 N ONE MILE RD,,DEXTER,MO,63841,STODDARD,(573) 624-5566,7,S_002_01_ADJ_RATE,Not Available,"9,13",07/01/2018,06/30/2019,"1200 N ONE MILE RD DEXTER, MO 63841 (36.807432, -89.969973)"
010034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,,TALLASSEE,AL,36078,ELMORE,(334) 283-6541,4,S_013_01_OBS_RATE,0.0,,07/01/2018,06/30/2019,"805 FRIENDSHIP ROAD TALLASSEE, AL 36078 (32.535293, -85.911996)"
170006,VIA CHRISTI HOSPITAL PITTSBURG INC,1 MT CARMEL WAY,,PITTSBURG,KS,66762,CRAWFORD,(620) 231-6100,7,S_004_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018,"1 MT CARMEL WAY PITTSBURG, KS 66762 (37.38153, -94.68385)"
380005,ASANTE ASHLAND COMMUNITY HOSPITAL,280 MAPLE STREET,,ASHLAND,OR,97520,JACKSON,(541) 201-4017,10,S_005_01_DTC_RS_RATE_2_5,Not Available,1,10/01/2016,09/30/2018,"280 MAPLE STREET ASHLAND, OR 97520 (42.206445, -122.725129)"
460017,BRIGHAM CITY COMMUNITY HOSPITAL,950 SOUTH MEDICAL DRIVE,,BRIGHAM CITY,UT,84302,BOX ELDER,(435) 734-9471,8,S_005_01_DTC_VOLUME,0,,10/01/2016,09/30/2018,"950 SOUTH MEDICAL DRIVE BRIGHAM CITY, UT 84302 (41.49107, -112.024441)"
010130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,,PELL CITY,AL,35125,ST. CLAIR,(205) 338-3301,4,S_001_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"7063 VETERANS PARKWAY PELL CITY, AL 35125 (33.605568, -86.30238)"
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,,CARROLL,IA,51401,CARROLL,(712) 792-3581,7,S_005_01_DTC_VOLUME,201,,10/01/2016,09/30/2018,"311 SOUTH CLARK STREET CARROLL, IA 51401 (42.056982, -94.867981)"
140210,HARRISBURG MEDICAL CENTER,100 DOCTOR WARREN TUTTLE DR,,HARRISBURG,IL,62946,SALINE,(618) 253-7671,5,S_005_01_DTC_NUMBER,Not Available,9,10/01/2016,09/30/2018,
490084,RIVERSIDE TAPPAHANNOCK HOSPITAL,618 HOSPITAL ROAD,,TAPPAHANNOCK,VA,22560,ESSEX,(804) 443-6189,3,S_005_01_DTC_RS_RATE_2_5,Not Available,1,10/01/2016,09/30/2018,"618 HOSPITAL ROAD TAPPAHANNOCK, VA 22560 (37.900668, -76.877614)"
530015,ST JOHNS MEDICAL CENTER,625 EAST BROADWAY,,JACKSON,WY,83001,TETON,(307) 733-3636,8,S_013_01_NUMERATOR,0,,07/01/2018,06/30/2019,"625 EAST BROADWAY JACKSON, WY 83001 (43.479695, -110.749986)"
670004,ST MARKS MEDICAL CENTER,ONE ST MARK'S PLACE,,LA GRANGE,TX,78945,FAYETTE,(979) 242-2200,6,S_013_01_DENOMINATOR,86,,07/01/2018,06/30/2019,
490098,COMMUNITY MEMORIAL HOSPITAL,1755 NORTH MECKLENBURG AVENUE,,SOUTH HILL,VA,23970,MECKLENBURG,(434) 447-3151,3,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"1755 NORTH MECKLENBURG AVENUE SOUTH HILL, VA 23970 (36.747656, -78.104106)"
110051,UNION GENERAL HOSPITAL,35 HOSPITAL ROAD,,BLAIRSVILLE,GA,30512,UNION,(706) 745-2111,4,S_004_01_PPR_PD_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,"35 HOSPITAL ROAD BLAIRSVILLE, GA 30512 (34.884842, -83.963026)"
260061,NEVADA REGIONAL MEDICAL CENTER,800 S ASH ST,,NEVADA,MO,64772,VERNON,(417) 667-3355,7,S_013_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"800 S ASH ST NEVADA, MO 64772 (37.830534, -94.359703)"
390236,GUTHRIE TOWANDA MEMORIAL HOSPITAL,91 HOSPITAL DRIVE,,TOWANDA,PA,18848,BRADFORD,(570) 265-2191,3,S_001_01_NUMERATOR,104,,07/01/2018,06/30/2019,"91 HOSPITAL DRIVE TOWANDA, PA 18848 (41.783796, -76.448602)"
060008,SAN LUIS VALLEY HEALTH,106 BLANCA AVE,,ALAMOSA,CO,81101,ALAMOSA,(719) 589-2511,8,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"106 BLANCA AVE ALAMOSA, CO 81101 (37.47236, -105.883712)"
250151,ALLIANCE HEALTH CENTER,5000 HIGHWAY 39 NORTH,,MERIDIAN,MS,39301,LAUDERDALE,(601) 483-6211,4,S_002_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"5000 HIGHWAY 39 NORTH MERIDIAN, MS 39301 (32.409988, -88.678811)"
390039,UPMC SOMERSET,225 SOUTH CENTER AVENUE,,SOMERSET,PA,15501,SOMERSET,(814) 443-5000,3,S_002_01_ADJ_RATE,Not Available,9,07/01/2018,06/30/2019,"225 SOUTH CENTER AVENUE SOMERSET, PA 15501 (40.007081, -79.078598)"
040085,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING JR DRIVE,,HELENA,AR,72342,PHILLIPS,(870) 338-5800,6,S_001_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"1801 MARTIN LUTHER KING JR DRIVE HELENA, AR 72342 (34.508357, -90.62733)"
390039,UPMC SOMERSET,225 SOUTH CENTER AVENUE,,SOMERSET,PA,15501,SOMERSET,(814) 443-5000,3,S_005_01_DTC_RS_RATE _97_5,Not Available,9,10/01/2016,09/30/2018,"225 SOUTH CENTER AVENUE SOMERSET, PA 15501 (40.007081, -79.078598)"
210045,EDWARD MCCREADY MEMORIAL HOSPITAL,201 HALL HIGHWAY,,CRISFIELD,MD,21817,SOMERSET,(410) 726-9496,3,S_004_01_PPR_PD_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,"201 HALL HIGHWAY CRISFIELD, MD 21817 (37.996011, -75.852366)"
240101,ESSENTIA HEALTH ST MARYS - DETROIT LAKES,1027 WASHINGTON AVE,,DETROIT LAKES,MN,56501,BECKER,(218) 847-0888,5,S_005_01_DTC_OBS_RATE,Not Available,1,10/01/2016,09/30/2018,"1027 WASHINGTON AVE DETROIT LAKES, MN 56501 (46.815307, -95.845453)"
190090,WINN PARISH MEDICAL CENTER,301 W BOUNDARY AVE,,WINNFIELD,LA,71483,WINN,(318) 648-3000,6,S_002_01_ADJ_RATE,Not Available,10,07/01/2018,06/30/2019,"301 W BOUNDARY AVE WINNFIELD, LA 71483 (31.924979, -92.645139)"
